Program Name,University Name,Location
Bachelor of Communication (Media Arts and Production) Bachelor of Laws (Honours),University of Technology Sydney,"Sydney, Australia"
Bachelor of Business with Honours,Southern Cross University,"Gold Coast, Australia"
Bachelor of Psychological Science,Southern Cross University,"Gold Coast, Australia"
Bachelor of Psychological Science,Southern Cross University,"Gold Coast, Australia"
Bachelor of Chemical Engineering (Honours) / Bachelor of Mathematics,University of Newcastle,"Newcastle, Australia"
Bachelor of Actuarial Studies,Australian National University,"Canberra, Australia"
Bachelor of Economics (Honours),The University of Queensland,"Brisbane, Australia"
Bachelor of Arts,Griffith University,"Gold Coast, Australia"
Bachelor of Planning,Macquarie University,"Sydney, Australia"
Bachelor of Arts and Bachelor of Education (Secondary) with a Major in Marketing,Macquarie University,"Sydney, Australia"
"Bachelor of Science, Bachelor of Commerce",Edith Cowan University,"Perth, Australia"
Bachelor of Sport Development,Western Sydney University,"Sydney, Australia"
Bachelor of Actuarial Studies,Australian National University,"Canberra, Australia"
Bachelor in Business Administration,Cyprus Institute of Marketing Ltd (BVI),"Nicosia, Cyprus"
Bachelor of Technology and Innovation,James Cook University,"Townsville, Australia"
Bachelor of Creative Industries,Western Sydney University,"Sydney, Australia"
Bachelor of Commerce,Deakin University,Multiple (2)
Bachelor of Building Design,Victoria University,"Victoria (State in Australia), Australia"
Bachelor of Sustainable Communities,University of Wollongong,"Wollongong, Australia"
Bachelor of Sustainable Communities,University of Wollongong,"Wollongong, Australia"
Bachelor of Mathematics Advanced (Honours),University of Wollongong,"Wollongong, Australia"
Bachelor of Science and Bachelor of Advanced Studies (Health),University of Sydney,"Sydney, Australia"
Bachelor of Music in Musical Culture,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Communication,The University of Queensland,"Brisbane, Australia"
Bachelor of Aviation (Flying),University of New South Wales,"Sydney, Australia"
Honours Bachelor of Behavioural Psychology,Seneca College of Applied Arts and Sciences,"Toronto, Canada"
Bachelor of Educational Studies,Charles Sturt University,"Bathurst, Australia"
Bachelor of Educational Studies,Charles Sturt University,"Bathurst, Australia"
Bachelor of Business (Accounting),Open Polytechnic of New Zealand,"Wellington, New Zealand"
Bachelor of Education (Secondary),University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Music in New Music,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Behavioural Psychology,St. Lawrence College,"Kingston, Canada"
Bachelor of Fine Arts,Campbellsville University,"Campbellsville, United States of America"
Bachelor in Biotechnology,University of Wroclaw,"Wroclaw, Poland"
Bachelor of Communication,The University of Queensland,"Brisbane, Australia"
Bachelor of Contemporary Art,University of South Australia,"Adelaide, Australia"
Bachelor of Science (BSc) in Biochemistry,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Psychological Science (Honours),Bond University,"Gold Coast, Australia"
Bachelor of Design and Arts,Universal College of Learning (UCOL),"Palmerston North, New Zealand"
Bachelor of Aviation Management,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Aviation Management,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Allied Health,CQUniversity Australia,"Queensland, Australia"
Bachelor of Arts and Bachelor of Advanced Studies (Dalyell Scholars),University of Sydney,"Sydney, Australia"
Bachelor of Media with Bachelor of Sociology Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor of Arts in English,Northwest University,"Kirkland, United States of America"
Bachelor of Biomedical Sciences,James Cook University,"Townsville, Australia"
Bachelor of Sports Management/ Bachelor of Event and Tourism Management,University of Canberra,"Canberra, Australia"
"Bachelor of Laws, Bachelor of Government & International Relations",Griffith University,"Gold Coast, Australia"
Bachelor of Aviation Management,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Aviation Management,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Sports Management/ Bachelor of Event and Tourism Management,University of Canberra,"Canberra, Australia"
Bachelors of Communication/Arts,The University of Queensland,"Brisbane, Australia"
Bachelor of Science (BSc) in Biochemistry,The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Allied Health,CQUniversity Australia,"Queensland, Australia"
Bachelor of Biomedical Sciences,James Cook University,"Townsville, Australia"
Bachelor of Arts in English,Northwest University,"Kirkland, United States of America"
Bachelor in European Studies,Cyprus Institute of Marketing Ltd (BVI),"Nicosia, Cyprus"
Sociology (Bachelors),Nipissing University,"North Bay, Canada"
Bachelor of Clinical Science,Macquarie University,"Sydney, Australia"
Communication Studies: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelor of Vision Science,University of Canberra,"Canberra, Australia"
Bachelor of Archaeological Practice,Australian National University,"Canberra, Australia"
Bachelor of Art Theory (Honours),University of New South Wales,"Sydney, Australia"
Bachelor of Interactive Media and Design,Bond University,"Gold Coast, Australia"
Bachelor Computational Science and Engineering,ETH Zurich,"Zurich, Switzerland"
Bachelor of Nursing,University of Technology Sydney,"Sydney, Australia"
Bachelor of Nursing,Victoria University,"Victoria (State in Australia), Australia"
Bachelor of Science (Honours),University of Sydney,"Sydney, Australia"
Bachelor of Fine Arts,University of New South Wales,"Sydney, Australia"
Bachelor of Nursing,University of Technology Sydney,"Sydney, Australia"
Bachelor of Wildlife Science (Honours),The University of Queensland,"Brisbane, Australia"
Bachelor of Nursing,Victoria University,"Victoria (State in Australia), Australia"
Business Analytics: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelor's in International Business,Monash University,"Melbourne (Australia), Australia"
Bachelor of Public and Community Health,University of Newcastle,"Newcastle, Australia"
Bachelor of Science Advanced (Honours),Griffith University,"Gold Coast, Australia"
Bachelor of Commerce,Curtin University,"Perth, Australia"
Bachelor of Music (Performance),University of Sydney,"Sydney, Australia"
Bachelor's in Business and Banking and Finance,Monash University,"Melbourne (Australia), Australia"
Bachelor of Veterinary Technology,Charles Sturt University,"Bathurst, Australia"
Bachelor of Arts in Individualized Studies,Fairleigh Dickinson University,"Vancouver, Canada"
Bachelor of Development Studies,Australian National University,"Canberra, Australia"
Bachelor of Politics and International Relations/ Bachelor of Communication and Media,University of Canberra,"Canberra, Australia"
Bachelor of Science Nursing,College of the Rockies,"Cranbrook, Canada"
Bachelor of Arts,Griffith University,"Gold Coast, Australia"
Bachelor of Counselling (Honours),UUM College of Arts and Sciences,"Sintok, Malaysia"
Bachelor of Commerce - Finance,Humber College Institute of Technology & Advanced Learning,"Ontario, Canada"
Bachelor of Science Nursing,College of the Rockies,"Cranbrook, Canada"
Bachelor's in Business and Banking and Finance,Monash University,"Melbourne (Australia), Australia"
Bachelor of Arts in Individualized Studies,Fairleigh Dickinson University,"Vancouver, Canada"
Pre-Law: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelor of Nursing,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Nursing,Swinburne University of Technology,"Melbourne (Australia), Australia"
Bachelor of Science and Bachelor of Advanced Studies (Animal and Veterinary Bioscience),University of Sydney,"Sydney, Australia"
Bachelor of Nursing with Honours,University of New England,"Armidale, Australia"
Bachelor of Business (Management),Open Polytechnic of New Zealand,"Wellington, New Zealand"
Bachelor of Business With Honours,University of Tasmania,Multiple (2)
Bachelor of Design in Product Design,Kwantlen Polytechnic University,Multiple (2)
Bachelor of Arts in Anthropology,Kwantlen Polytechnic University,Multiple (3)
Bachelor of Media with Bachelor of Criminology Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor of Economics with Bachelor of Finance Mid-Year Entry,University of Adelaide,"Adelaide, Australia"
Bachelor in Bioengineering,Harvard,"Cambridge (Massachusetts, USA), United States of America"
Bachelor of Science in Accounting,Indiana University - Purdue University Indianapolis,"Indianapolis, United States of America"
Bachelor of General Studies,University of Southern Queensland,"Toowoomba, Australia"
Bachelor of Science (BSc) in Finance,The University of Canterbury,"Christchurch, New Zealand"
"Bachelor of Laws, Bachelor of Arts",Edith Cowan University,"Perth, Australia"
Bachelor of Commerce and Bachelor of Education (Secondary) with a Major in International Business,Macquarie University,"Sydney, Australia"
Bachelor of Outdoor Education,Charles Sturt University,"Bathurst, Australia"
Construction Science: Bachelor's,"University of Tennessee, Knoxville","Knoxville, United States of America"
Bachelor of Biomedical Science (Honours),The University of Queensland,"Brisbane, Australia"
Bachelor of Equine Science (Honours),The University of Queensland,"Brisbane, Australia"
Bachelor of Engineering (Honours) and Bachelor of Arts with a stream in Telecommunications Engineering,Macquarie University,"Sydney, Australia"
Bachelor of Forestry Science (BForSc),The University of Canterbury,"Christchurch, New Zealand"
Bachelor of Arts/Bachelor of Business,University of New England,"Armidale, Australia"
Bachelor of Science in Engineering,Grande Prairie Regional College,"Grande Prairie, Canada"
"Bachelor of Science, Bachelor of Commerce",Griffith University,"Gold Coast, Australia"
Bachelor of Laws,Bond University,"Gold Coast, Australia"
Bachelor of Arts (Psychology) Honours,Edith Cowan University,"Perth, Australia"
Bachelor of Science (Psychology) Honours,Edith Cowan University,"Perth, Australia"
Bachelor of Commerce (Honours),University of Sydney,"Sydney, Australia"
Bachelor of Music - Interdisciplinary Studies,Nelson Mandela Metropolitan University,"Port Elizabeth, South Africa"
Bachelor of Arts - Education,Auckland University of Technology,"Auckland, New Zealand"
Bachelor of Arts (Dean's Scholars),Western Sydney University,"Sydney, Australia"
Bachelor of Education (Secondary),The University of Queensland,"Brisbane, Australia"
"Bachelor of Science, Bachelor of Arts",Griffith University,"Gold Coast, Australia"
